Feature,Average Pointwise Mutual Information
kagan,-inf
position,-inf
ruled,-inf
unanimously,-inf
wrong,-inf
<s> military recruiters,-inf
military recruiters harvard,-inf
recruiters harvard elena,-inf
harvard elena kagan,-inf
elena kagan took,-inf
kagan took position,-inf
took position supreme,-inf
position supreme court,-inf
supreme court ruled,-inf
court ruled unanimously,-inf
ruled unanimously wrong,-inf
unanimously wrong .,-inf
wrong . </s>,-inf
321,-inf
092,-inf
313,-inf
850,-inf
<s> <s> 321,-inf
<s> 321 092,-inf
321 092 public,-inf
092 public school,-inf
public school teachers,-inf
school teachers texas,-inf
teachers texas .,-inf
texas . 313,-inf
. 313 850,-inf
313 850 non,-inf
850 non teachers,-inf
non teachers public,-inf
teachers public schools,-inf
public schools .,-inf
schools . </s>,-inf
<s> <s> mayor,-inf
<s> mayor cicilline,-inf
mayor cicilline providence,-inf
cicilline providence sanctuary,-inf
providence sanctuary city,-inf
sanctuary city .,-inf
transgender,-inf
individuals,-inf
murdered,-inf
<s> <s> transgender,-inf
<s> transgender individuals,-inf
transgender individuals u,-inf
individuals u .,-inf
s . 1,-inf
. 1 12,-inf
1 12 chance,-inf
12 chance murdered,-inf
chance murdered .,-inf
murdered . </s>,-inf
early,-inf
childhood,-inf
learning,-inf
bright,-inf
horizons,-inf
lady,-inf
michelle obama,-inf
rightly,-inf
praised,-inf
<s> <s> bain,-inf
<s> bain capital,-inf
bain capital helped,-inf
capital helped start,-inf
helped start early,-inf
start early childhood,-inf
early childhood learning,-inf
childhood learning company,-inf
learning company called,-inf
company called bright,-inf
called bright horizons,-inf
bright horizons first,-inf
horizons first lady,-inf
first lady michelle obama,-inf
lady michelle obama rightly,-inf
michelle obama rightly praised,-inf
rightly praised .,-inf
praised . </s>,-inf
rushed,-inf
dayton,-inf
chatter,-inf
posts,-inf
<s> says man,-inf
says man rushed,-inf
man rushed stage,-inf
rushed stage dayton,-inf
stage dayton ohio,-inf
dayton ohio chatter,-inf
ohio chatter isis,-inf
chatter isis isis,-inf
isis isis social,-inf
isis social media,-inf
social media posts,-inf
media posts .,-inf
posts . </s>,-inf
phil,-inf
gingrey,-inf
electronically,-inf
spy,-inf
rep . phil,-inf
. phil gingrey,-inf
phil gingrey gave,-inf
gingrey gave government,-inf
gave government power,-inf
government power electronically,-inf
power electronically spy,-inf
electronically spy americans,-inf
spy americans without,-inf
americans without warrant,-inf
without warrant .,-inf
warrant . </s>,-inf
alex,-inf
sink,-inf
funneled,-inf
quarters,-inf
bid,-inf
<s> <s> alex,-inf
<s> alex sink,-inf
alex sink funneled,-inf
sink funneled three,-inf
funneled three quarters,-inf
three quarters million,-inf
quarters million dollars,-inf
million dollars no,-inf
dollars no bid,-inf
no bid contracts,-inf
bid contracts bank,-inf
contracts bank america,-inf
bank america .,-inf
virginia,-inf
net,-inf
bob,-inf
mcdonnell,-inf
<s> <s> take,-inf
<s> take population,-inf
take population growth,-inf
population growth virginia,-inf
growth virginia net,-inf
virginia net zero,-inf
net zero job,-inf
zero job creation,-inf
job creation since,-inf
creation since bob,-inf
since bob mcdonnell,-inf
bob mcdonnell became,-inf
mcdonnell became governor,-inf
became governor .,-inf
values,-inf
collapsed,-inf
<s> obama home,-inf
obama home values,-inf
home values florida,-inf
values florida collapsed,-inf
florida collapsed construction,-inf
collapsed construction jobs,-inf
construction jobs lost,-inf
jobs lost state,-inf
lost state high,-inf
state high foreclosure,-inf
high foreclosure rate,-inf
foreclosure rate .,-inf
rate . </s>,-inf
immigration,-inf
officer,-inf
stop,-inf
anyone,-inf
appears,-inf
reasonably,-inf
suspicious,-inf
<s> new arizona,-inf
new arizona immigration,-inf
arizona immigration law,-inf
immigration law says,-inf
law says police,-inf
says police officer,-inf
police officer stop,-inf
officer stop anyone,-inf
stop anyone appears,-inf
anyone appears reasonably,-inf
appears reasonably suspicious,-inf
reasonably suspicious undocumented,-inf
suspicious undocumented person,-inf
undocumented person .,-inf
person . </s>,-inf
ii,-inf
<s> <s> time,-inf
<s> time history,-inf
time history debt,-inf
history debt higher,-inf
debt higher end,-inf
higher end world,-inf
end world war,-inf
world war ii,-inf
war ii .,-inf
ii . </s>,-inf
single,-inf
factor,-inf
<s> <s> cost,-inf
<s> cost health,-inf
cost health care,-inf
health care single,-inf
care single biggest,-inf
single biggest factor,-inf
biggest factor driving,-inf
factor driving federal,-inf
driving federal budget,-inf
federal budget deficit,-inf
budget deficit .,-inf
deficit . </s>,-inf
recession,-inf
consumer,-inf
native,-inf
perversity,-inf
begun,-inf
save,-inf
<s> <s> recession,-inf
<s> recession consumer,-inf
recession consumer native,-inf
consumer native perversity,-inf
native perversity begun,-inf
perversity begun save,-inf
begun save .,-inf
save . savings,-inf
. savings rate,-inf
savings rate 6,-inf
rate 6 .,-inf
6 . 2,-inf
. 2 percent,-inf
2 percent .,-inf
nominee,-inf
forthcoming,-inf
confirmation,-inf
hearings,-inf
<s> whether u,-inf
whether u .,-inf
supreme court nominee,-inf
court nominee forthcoming,-inf
nominee forthcoming confirmation,-inf
forthcoming confirmation hearings,-inf
confirmation hearings .,-inf
hearings . </s>,-inf
homeless,-inf
veteran,-inf
<s> says one,-inf
says one three,-inf
one three u,-inf
three u .,-inf
s . homeless,-inf
. homeless men,-inf
homeless men veteran,-inf
men veteran .,-inf
veteran . </s>,-inf
<s> says charlie,-inf
says charlie crist,-inf
charlie crist supports,-inf
crist supports cuts,-inf
supports cuts medicare,-inf
cuts medicare advantage,-inf
medicare advantage program,-inf
advantage program .,-inf
unacceptable,-inf
chinese,-inf
larger,-inf
wind,-inf
panels,-inf
photovoltaic,-inf
manufacturing,-inf
together,-inf
forget,-inf
<s> <s> think,-inf
<s> think unacceptable,-inf
think unacceptable chinese,-inf
unacceptable chinese today,-inf
chinese today larger,-inf
today larger wind,-inf
larger wind power,-inf
wind power solar,-inf
power solar panels,-inf
solar panels photovoltaic,-inf
panels photovoltaic manufacturing,-inf
photovoltaic manufacturing europe,-inf
manufacturing europe put,-inf
europe put together,-inf
put together forget,-inf
together forget united,-inf
forget united states,-inf
says scott brown,-inf
scott brown co,-inf
brown co sponsored,-inf
sponsored legislation let,-inf
legislation let employers,-inf
let employers deny,-inf
employers deny women,-inf
deny women coverage,-inf
women coverage birth,-inf
coverage birth control,-inf
birth control .,-inf
lives,-inf
<s> <s> point,-inf
<s> point lives,-inf
point lives 99,-inf
lives 99 women,-inf
99 women use,-inf
women use birth,-inf
use birth control,-inf
strides,-inf
<s> <s> past,-inf
<s> past 20,-inf
past 20 years,-inf
20 years egypt,-inf
years egypt made,-inf
egypt made great,-inf
made great strides,-inf
great strides political,-inf
strides political democratic,-inf
political democratic reform,-inf
democratic reform .,-inf
reform . </s>,-inf
attention,-inf
pale,-inf
significance,-inf
<s> amount attention,-inf
amount attention paid,-inf
attention paid week,-inf
paid week chris,-inf
week chris christie,-inf
chris christie makes,-inf
christie makes coverage,-inf
makes coverage benghazi,-inf
coverage benghazi pale,-inf
benghazi pale significance,-inf
pale significance .,-inf
significance . </s>,-inf
steve,-inf
southerland,-inf
rep . steve,-inf
. steve southerland,-inf
steve southerland voted,-inf
southerland voted keep,-inf
voted keep shutdown,-inf
keep shutdown going,-inf
shutdown going .,-inf
going . </s>,-inf
perrys,-inf
import,-inf
nurses,-inf
<s> rick perrys,-inf
rick perrys texas,-inf
perrys texas import,-inf
texas import nurses,-inf
import nurses countries,-inf
nurses countries .,-inf
countries . </s>,-inf
transport,-inf
dentures,-inf
across,-inf
lines,-inf
<s> federal criminal,-inf
federal criminal law,-inf
criminal law says,-inf
law says crime,-inf
says crime transport,-inf
crime transport dentures,-inf
transport dentures across,-inf
dentures across state,-inf
across state lines,-inf
state lines .,-inf
lines . </s>,-inf
built,-inf
days,-inf
1990,-inf
mass,-inf
incarceration,-inf
explosion,-inf
nonviolent,-inf
<s> <s> built,-inf
<s> built new,-inf
built new prison,-inf
new prison every,-inf
prison every 10,-inf
every 10 days,-inf
10 days 1990,-inf
days 1990 2005,-inf
1990 2005 keep,-inf
2005 keep mass,-inf
keep mass incarceration,-inf
mass incarceration explosion,-inf
incarceration explosion nonviolent,-inf
explosion nonviolent offenders,-inf
nonviolent offenders .,-inf
mccain's,-inf
provides,-inf
virtually,-inf
nothing,-inf
sen . mccain's,-inf
. mccain's tax,-inf
mccain's tax plan,-inf
tax plan provides,-inf
plan provides virtually,-inf
provides virtually nothing,-inf
virtually nothing middle,-inf
nothing middle class,-inf
middle class .,-inf
class . </s>,-inf
burdened,-inf
<s> austin burdened,-inf
austin burdened fastest,-inf
burdened fastest growing,-inf
fastest growing tax,-inf
growing tax increases,-inf
tax increases major,-inf
increases major city,-inf
major city nation,-inf
city nation .,-inf
phoenix,-inf
kidnapping,-inf
<s> <s> phoenix,-inf
<s> phoenix arizona,-inf
phoenix arizona no,-inf
arizona no .,-inf
no . 2,-inf
. 2 kidnapping,-inf
2 kidnapping capital,-inf
kidnapping capital world,-inf
capital world .,-inf
belong,-inf
afl,-inf
cio,-inf
<s> <s> belong,-inf
<s> belong afl,-inf
belong afl cio,-inf
afl cio .,-inf
cio . </s>,-inf
squat,-inf
<s> <s> insurance,-inf
<s> insurance commissioner,-inf
insurance commissioner cant,-inf
commissioner cant squat,-inf
cant squat health,-inf
squat health care,-inf
poll,-inf
beat,-inf
points,-inf
<s> says poll,-inf
says poll found,-inf
poll found republican,-inf
found republican candidate,-inf
republican candidate could,-inf
candidate could beat,-inf
could beat barack obama,-inf
beat barack obama texas,-inf
barack obama texas eight,-inf
texas eight points,-inf
eight points .,-inf
points . </s>,-inf
conflict,-inf
circumstance,-inf
grenada,-inf
peacekeeping,-inf
setting,-inf
<s> president ronald reagan,-inf
president ronald reagan sent,-inf
ronald reagan sent troops,-inf
sent troops conflict,-inf
troops conflict one,-inf
conflict one circumstance,-inf
one circumstance grenada,-inf
circumstance grenada peacekeeping,-inf
grenada peacekeeping setting,-inf
peacekeeping setting lebanon,-inf
setting lebanon .,-inf
lebanon . </s>,-inf
jolly,-inf
privatizing,-inf
says david jolly,-inf
david jolly supports,-inf
jolly supports privatizing,-inf
supports privatizing social,-inf
privatizing social security,-inf
social security .,-inf
security . </s>,-inf
depression,-inf
<s> know us,-inf
know us population,-inf
us population growth,-inf
population growth lowest,-inf
growth lowest since,-inf
lowest since great,-inf
since great depression,-inf
great depression ?,-inf
depression ? </s>,-inf
pocket,-inf
universities,-inf
cellphones,-inf
<s> <s> average,-inf
<s> average student,-inf
average student florida,-inf
student florida actually,-inf
florida actually pay,-inf
actually pay pocket,-inf
pay pocket major,-inf
pocket major universities,-inf
major universities tuition,-inf
universities tuition much,-inf
tuition much less,-inf
much less spend,-inf
less spend cellphones,-inf
spend cellphones .,-inf
cellphones . </s>,-inf
gunfire,-inf
wars,-inf
<s> since 1968,-inf
since 1968 americans,-inf
1968 americans died,-inf
americans died gunfire,-inf
died gunfire died,-inf
gunfire died wars,-inf
died wars countrys,-inf
wars countrys history,-inf
effect,-inf
mean,-inf
facing,-inf
modified,-inf
mortgage,-inf
short,-inf
sale,-inf
lender,-inf
<s> <s> foreclosure,-inf
<s> foreclosure tax,-inf
foreclosure tax would,-inf
tax would take,-inf
would take effect,-inf
take effect 2013,-inf
effect 2013 could,-inf
2013 could mean,-inf
could mean high,-inf
mean high tax,-inf
high tax bill,-inf
tax bill facing,-inf
bill facing foreclosure,-inf
facing foreclosure millions,-inf
foreclosure millions families,-inf
millions families modified,-inf
families modified mortgage,-inf
modified mortgage short,-inf
mortgage short sale,-inf
short sale lender,-inf
sale lender .,-inf
lender . </s>,-inf
agricultures,-inf
website,-inf
freshfromflorida,-inf
com,-inf
loaded,-inf
hidden,-inf
<s> florida department,-inf
florida department agricultures,-inf
department agricultures website,-inf
agricultures website freshfromflorida,-inf
website freshfromflorida .,-inf
freshfromflorida . com,-inf
. com used,-inf
com used get,-inf
used get permit,-inf
get permit carry,-inf
permit carry loaded,-inf
carry loaded hidden,-inf
loaded hidden gun,-inf
hidden gun without,-inf
gun without ever,-inf
without ever leaving,-inf
ever leaving house,-inf
leaving house .,-inf
house . </s>,-inf
expected,-inf
930,-inf
totaling,-inf
<s> atlanta streetcar,-inf
atlanta streetcar expected,-inf
streetcar expected create,-inf
expected create 930,-inf
create 930 jobs,-inf
930 jobs construction,-inf
jobs construction totaling,-inf
construction totaling 5,-inf
totaling 5 600,-inf
5 600 jobs,-inf
600 jobs next,-inf
jobs next 20,-inf
next 20 years,-inf
20 years .,-inf
wage,-inf
hour,-inf
lift,-inf
<s> <s> raising,-inf
<s> raising minimum,-inf
raising minimum wage,-inf
minimum wage 10,-inf
wage 10 .,-inf
10 . 10,-inf
. 10 hour,-inf
10 hour would,-inf
hour would help,-inf
would help lift,-inf
help lift million,-inf
lift million americans,-inf
million americans poverty,-inf
americans poverty .,-inf
secretary,-inf
john kerry,-inf
flew,-inf
managua,-inf
communist,-inf
dictator,-inf
iel,-inf
ortega,-inf
accused,-inf
reagan,-inf
engaging,-inf
<s> says secretary,-inf
says secretary state,-inf
secretary state john kerry,-inf
state john kerry senator,-inf
john kerry senator flew,-inf
senator flew managua,-inf
flew managua met,-inf
managua met communist,-inf
met communist dictator,-inf
communist dictator dan,-inf
dictator dan iel,-inf
dan iel ortega,-inf
iel ortega accused,-inf
ortega accused reagan,-inf
accused reagan administration,-inf
reagan administration engaging,-inf
administration engaging terrorism,-inf
engaging terrorism .,-inf
nato,-inf
division,-inf
sure,-inf
not_credit,-inf
not_largely,-inf
not_saying,-inf
not_criticism,-inf
not_nato,-inf
<s> <s> nato,-inf
<s> nato opening,-inf
nato opening major,-inf
opening major terror,-inf
major terror division,-inf
terror division .,-inf
division . im,-inf
. im sure,-inf
im sure im,-inf
sure im not,-inf
im not not_going,-inf
not not_going not_get,-inf
not_going not_get not_credit,-inf
not_get not_credit not_largely,-inf
not_credit not_largely not_saying,-inf
not_largely not_saying not_criticism,-inf
not_saying not_criticism not_nato,-inf
not_criticism not_nato .,-inf
not_nato . </s>,-inf
always,-inf
prochoice,-inf
sen . obama,-inf
. obama always,-inf
obama always 100,-inf
always 100 percent,-inf
100 percent prochoice,-inf
percent prochoice rating,-inf
prochoice rating .,-inf
rating . </s>,-inf
gina,-inf
raimondo,-inf
fees,-inf
portfolio,-inf
gone,-inf
annually,-inf
<s> since gina,-inf
since gina raimondo,-inf
gina raimondo took,-inf
raimondo took office,-inf
took office investment,-inf
office investment fees,-inf
investment fees states,-inf
fees states pension,-inf
states pension portfolio,-inf
pension portfolio gone,-inf
portfolio gone 12,-inf
gone 12 million,-inf
12 million annually,-inf
million annually 50,-inf
annually 50 million,-inf
50 million .,-inf
<s> federal debt,-inf
federal debt growing,-inf
debt growing 4,-inf
growing 4 billion,-inf
4 billion day,-inf
billion day .,-inf
day . </s>,-inf
lay,-inf
president barack obama jobs,-inf
barack obama jobs bill,-inf
jobs bill states,-inf
bill states would,-inf
states would no,-inf
would no longer,-inf
no longer lay,-inf
longer lay teachers,-inf
lay teachers firefighters,-inf
police officers .,-inf
officers . </s>,-inf
53,-inf
old,-inf
<s> <s> 98,-inf
<s> 98 000,-inf
98 000 teachers,-inf
000 teachers k,-inf
teachers k 12,-inf
k 12 53,-inf
12 53 000,-inf
53 000 teachers,-inf
000 teachers today,-inf
teachers today 50,-inf
today 50 years,-inf
50 years old,-inf
years old .,-inf
old . </s>,-inf
checks,-inf
not_required,-inf
not_search,-inf
not_work,-inf
not_due,-inf
not_exemptions,-inf
<s> <s> two,-inf
<s> two thirds,-inf
two thirds wisconsinites,-inf
thirds wisconsinites receiving,-inf
wisconsinites receiving unemployment,-inf
receiving unemployment checks,-inf
unemployment checks not,-inf
checks not not_required,-inf
not not_required not_search,-inf
not_required not_search not_work,-inf
not_search not_work not_due,-inf
not_work not_due not_current,-inf
not_due not_current not_work,-inf
not_current not_work not_search,-inf
not_work not_search not_exemptions,-inf
not_search not_exemptions .,-inf
not_exemptions . </s>,-inf
premium,-inf
<s> president obamas,-inf
president obamas health,-inf
obamas health care,-inf
health care reforms,-inf
care reforms premium,-inf
reforms premium average,-inf
premium average plan,-inf
average plan family,-inf
plan family didnt,-inf
family didnt go,-inf
didnt go 2,-inf
go 2 500,-inf
2 500 per,-inf
500 per year,-inf
per year gone,-inf
year gone 2,-inf
gone 2 500,-inf
also,-inf
investigated,-inf
liberal,-inf
progressive,-inf
looking,-inf
everybody,-inf
<s> irs also,-inf
irs also investigated,-inf
also investigated liberal,-inf
investigated liberal groups,-inf
liberal groups groups,-inf
groups groups progressive,-inf
groups progressive name,-inf
progressive name .,-inf
name . irs,-inf
. irs basically,-inf
irs basically looking,-inf
basically looking everybody,-inf
looking everybody .,-inf
everybody . </s>,-inf
<s> says obama,-inf
says obama promised,-inf
obama promised unemployment,-inf
promised unemployment would,-inf
unemployment would never,-inf
would never go,-inf
never go 8,-inf
go 8 percent,-inf
8 percent .,-inf
1999,-inf
<s> economy creating,-inf
economy creating jobs,-inf
creating jobs fastest,-inf
jobs fastest pace,-inf
fastest pace since,-inf
pace since 1999,-inf
since 1999 .,-inf
1999 . </s>,-inf
not_meet,-inf
not_prime,-inf
not_minister,-inf
not_benjamin,-inf
not_netanyahu,-inf
not_new,-inf
not_york,-inf
president obama decided,-inf
obama decided not,-inf
decided not not_meet,-inf
not not_meet not_prime,-inf
not_meet not_prime not_minister,-inf
not_prime not_minister not_benjamin,-inf
not_minister not_benjamin not_netanyahu,-inf
not_benjamin not_netanyahu not_new,-inf
not_netanyahu not_new not_york,-inf
not_new not_york .,-inf
not_york . </s>,-inf
freely,-inf
love,-inf
<s> <s> majority,-inf
<s> majority states,-inf
majority states marry,-inf
states marry freely,-inf
marry freely still,-inf
freely still fired,-inf
still fired love,-inf
fired love .,-inf
love . </s>,-inf
reps,-inf
peter,-inf
defazio,-inf
earl,-inf
blumenauer,-inf
socialists,-inf
openly,-inf
<s> say oregon,-inf
say oregon reps,-inf
oregon reps .,-inf
reps . peter,-inf
. peter defazio,-inf
peter defazio earl,-inf
defazio earl blumenauer,-inf
earl blumenauer socialists,-inf
blumenauer socialists openly,-inf
socialists openly serving,-inf
openly serving u,-inf
serving u .,-inf
s . congress,-inf
. congress .,-inf
congress . </s>,-inf
rudy,-inf
giuliani,-inf
underqualified,-inf
seek,-inf
<s> <s> rudy,-inf
<s> rudy giuliani,-inf
rudy giuliani probably,-inf
giuliani probably underqualified,-inf
probably underqualified man,-inf
underqualified man since,-inf
man since george bush,-inf
since george bush seek,-inf
george bush seek presidency,-inf
seek presidency .,-inf
governors,-inf
<s> <s> half,-inf
<s> half presidents,-inf
half presidents governors,-inf
presidents governors half,-inf
governors half senators,-inf
half senators .,-inf
senators . </s>,-inf
britains,-inf
leave,-inf
european,-inf
within,-inf
hours,-inf
401,-inf
<s> <s> britains,-inf
<s> britains vote,-inf
britains vote leave,-inf
vote leave european,-inf
leave european union,-inf
european union within,-inf
union within 24,-inf
within 24 hours,-inf
24 hours americans,-inf
hours americans lost,-inf
americans lost 100,-inf
lost 100 billion,-inf
100 billion 401,-inf
billion 401 k,-inf
401 k s,-inf
k s .,-inf
medicaid,-inf
declined,-inf
<s> <s> medicaid,-inf
<s> medicaid spending,-inf
medicaid spending declined,-inf
spending declined 1,-inf
declined 1 .,-inf
1 . 9,-inf
. 9 percent,-inf
9 percent 2012,-inf
percent 2012 second,-inf
2012 second decline,-inf
second decline 47,-inf
decline 47 years,-inf
47 years .,-inf
88,-inf
constables,-inf
duty,-inf
<s> says 88,-inf
says 88 texas,-inf
88 texas constables,-inf
texas constables died,-inf
constables died line,-inf
died line duty,-inf
line duty .,-inf
duty . </s>,-inf
prepaid,-inf
. rick scott,-inf
rick scott cut,-inf
scott cut cost,-inf
cut cost prepaid,-inf
cost prepaid college,-inf
prepaid college tuition,-inf
college tuition nearly,-inf
tuition nearly 20,-inf
nearly 20 000,-inf
20 000 .,-inf
000 . </s>,-inf
columbus,-inf
41,-inf
contribute,-inf
guaranteed,-inf
pensions,-inf
<s> <s> city,-inf
<s> city columbus,-inf
city columbus would,-inf
columbus would save,-inf
would save 41,-inf
save 41 million,-inf
41 million year,-inf
million year employees,-inf
year employees contribute,-inf
employees contribute guaranteed,-inf
contribute guaranteed check,-inf
guaranteed check pensions,-inf
check pensions .,-inf
pensions . </s>,-inf
cfo,-inf
krakow's,-inf
scam,-inf
refunded,-inf
josephine,-inf
con,-inf
<s> <s> florida's,-inf
<s> florida's cfo,-inf
florida's cfo shut,-inf
cfo shut krakow's,-inf
shut krakow's scam,-inf
krakow's scam refunded,-inf
scam refunded 1,-inf
refunded 1 .,-inf
1 . 2,-inf
. 2 million,-inf
2 million josephine,-inf
million josephine victims,-inf
josephine victims con,-inf
victims con man,-inf
con man .,-inf
man . </s>,-inf
computer,-inf
sciences,-inf
degrees,-inf
80s,-inf
<s> women getting,-inf
women getting computer,-inf
getting computer sciences,-inf
computer sciences degrees,-inf
sciences degrees 80s,-inf
degrees 80s factor,-inf
80s factor 2,-inf
factor 2 plus,-inf
2 plus now,-inf
plus now .,-inf
air,-inf
force,-inf
fantasy,-inf
football,-inf
league,-inf
<s> <s> air,-inf
<s> air force,-inf
air force wants,-inf
force wants taxpayers,-inf
wants taxpayers fund,-inf
taxpayers fund fantasy,-inf
fund fantasy football,-inf
fantasy football league,-inf
football league .,-inf
league . </s>,-inf
barack,-inf
hussein,-inf
accept,-inf
islamic,-inf
sharia,-inf
disputes,-inf
<s> <s> barack,-inf
<s> barack hussein,-inf
barack hussein obama,-inf
hussein obama force,-inf
obama force courts,-inf
force courts accept,-inf
courts accept islamic,-inf
accept islamic sharia,-inf
islamic sharia law,-inf
sharia law domestic,-inf
law domestic disputes,-inf
domestic disputes .,-inf
disputes . </s>,-inf
murders,-inf
committed,-inf
legally,-inf
purchase,-inf
<s> <s> 3,-inf
<s> 3 percent,-inf
3 percent murders,-inf
percent murders crimes,-inf
murders crimes committed,-inf
crimes committed guns,-inf
committed guns people,-inf
guns people actually,-inf
people actually legally,-inf
actually legally purchase,-inf
legally purchase guns,-inf
purchase guns .,-inf
guns . </s>,-inf
neighborhood,-inf
closing,-inf
<s> <s> neighborhood,-inf
<s> neighborhood schools,-inf
neighborhood schools closing,-inf
schools closing .,-inf
closing . </s>,-inf
organizers,-inf
stronger,-inf
advocate,-inf
rights,-inf
ted,-inf
kennedy,-inf
<s> <s> told,-inf
<s> told gay,-inf
told gay organizers,-inf
gay organizers massachusetts,-inf
organizers massachusetts would,-inf
massachusetts would stronger,-inf
would stronger advocate,-inf
stronger advocate special,-inf
advocate special rights,-inf
special rights even,-inf
rights even ted,-inf
even ted kennedy,-inf
ted kennedy .,-inf
kennedy . </s>,-inf
consistently,-inf
leaner,-inf
<s> <s> years,-inf
<s> years speaker,-inf
years speaker florida,-inf
speaker florida house,-inf
florida house consistently,-inf
house consistently offered,-inf
consistently offered leaner,-inf
offered leaner budgets,-inf
leaner budgets governor,-inf
budgets governor offered,-inf
governor offered .,-inf
offered . </s>,-inf
halfway,-inf
goal,-inf
700,-inf
<s> already almost,-inf
already almost halfway,-inf
almost halfway 2010,-inf
halfway 2010 goal,-inf
2010 goal creating,-inf
goal creating 700,-inf
creating 700 000,-inf
700 000 new,-inf
new jobs seven,-inf
jobs seven years,-inf
seven years .,-inf
not_guaranteed,-inf
supreme court found,-inf
court found social,-inf
found social security,-inf
social security not,-inf
security not not_guaranteed,-inf
not not_guaranteed .,-inf
not_guaranteed . </s>,-inf
saysmichael,-inf
bennet,-inf
guantanamo,-inf
prisonand,-inf
colorado,-inf
<s> <s> saysmichael,-inf
<s> saysmichael bennet,-inf
saysmichael bennet wants,-inf
bennet wants close,-inf
wants close guantanamo,-inf
close guantanamo bay,-inf
guantanamo bay prisonand,-inf
bay prisonand bring,-inf
prisonand bring terrorists,-inf
bring terrorists right,-inf
terrorists right colorado,-inf
right colorado .,-inf
colorado . </s>,-inf
oregonians,-inf
amazing,-inf
donations,-inf
<s> <s> oregonians,-inf
<s> oregonians amazing,-inf
oregonians amazing no,-inf
amazing no cost,-inf
no cost way,-inf
cost way fight,-inf
way fight abortion,-inf
fight abortion free,-inf
abortion free political,-inf
free political donations,-inf
political donations </s>,-inf
donations </s> </s>,-inf
syrian,-inf
iraqi,-inf
<s> president said,-inf
president said hes,-inf
said hes going,-inf
hes going bring,-inf
going bring 250,-inf
bring 250 000,-inf
250 000 syrian,-inf
000 syrian iraqi,-inf
syrian iraqi refugees,-inf
iraqi refugees country,-inf
refugees country .,-inf
shows,-inf
vast,-inf
arriving,-inf
believe,-inf
source,-inf
prosperity,-inf
<s> <s> research,-inf
<s> research shows,-inf
research shows vast,-inf
shows vast majority,-inf
vast majority arriving,-inf
majority arriving immigrants,-inf
arriving immigrants today,-inf
immigrants today come,-inf
today come believe,-inf
come believe government,-inf
believe government source,-inf
government source prosperity,-inf
source prosperity thats,-inf
prosperity thats support,-inf
thats support .,-inf
offers,-inf
doorway,-inf
<s> newt gingrich immigration,-inf
newt gingrich immigration plan,-inf
immigration plan offers,-inf
plan offers new,-inf
offers new doorway,-inf
new doorway amnesty,-inf
doorway amnesty .,-inf
amnesty . </s>,-inf
mr,-inf
caprio,-inf
career,-inf
politician,-inf
<s> <s> mr,-inf
<s> mr .,-inf
mr . caprio,-inf
. caprio career,-inf
caprio career politician,-inf
career politician never,-inf
politician never worked,-inf
never worked private,-inf
worked private sector,-inf
sector . </s>,-inf
temporary,-inf
rhode island 9,-inf
island 9 percent,-inf
9 percent workers,-inf
percent workers use,-inf
workers use states,-inf
use states temporary,-inf
states temporary disability,-inf
temporary disability insurance,-inf
disability insurance program,-inf
insurance program year,-inf
program year new,-inf
year new jersey,-inf
new jersey rate,-inf
jersey rate 3,-inf
rate 3 percent,-inf
3 percent .,-inf
17,-inf
interest,-inf
exceed,-inf
<s> <s> 17,-inf
<s> 17 years,-inf
17 years spending,-inf
years spending social,-inf
spending social security,-inf
social security federal,-inf
security federal health,-inf
federal health care,-inf
health care interest,-inf
care interest debt,-inf
interest debt exceed,-inf
debt exceed tax,-inf
exceed tax revenue,-inf
tax revenue !,-inf
revenue ! </s>,-inf
anybody,-inf
had,-inf
president obama took,-inf
obama took money,-inf
took money wall,-inf
money wall street,-inf
wall street 2008,-inf
street 2008 campaign,-inf
2008 campaign anybody,-inf
campaign anybody ever,-inf
anybody ever had,-inf
ever had .,-inf
had . </s>,-inf
proliferation,-inf
ok,-inf
<s> <s> donald trump,-inf
<s> donald trump said,-inf
donald trump said nuclear,-inf
said nuclear proliferation,-inf
nuclear proliferation ok,-inf
proliferation ok .,-inf
ok . </s>,-inf
lobbyists,-inf
<s> hillary clinton taken,-inf
hillary clinton taken 800,-inf
taken 800 000,-inf
800 000 lobbyists,-inf
000 lobbyists .,-inf
lobbyists . </s>,-inf
<s> barack obama never,-inf
barack obama never even,-inf
never even worked,-inf
even worked business,-inf
worked business .,-inf
business . </s>,-inf
expressly,-inf
bans,-inf
racial,-inf
profiling,-inf
<s> says arizona,-inf
says arizona immigration,-inf
immigration law expressly,-inf
law expressly bans,-inf
expressly bans racial,-inf
bans racial profiling,-inf
racial profiling .,-inf
profiling . </s>,-inf
begging,-inf
coast,-inf
lakes,-inf
rick perry begging,-inf
perry begging federal,-inf
begging federal government,-inf
federal government send,-inf
government send coast,-inf
send coast guard,-inf
coast guard pat,-inf
guard pat rol,-inf
pat rol two,-inf
rol two lakes,-inf
two lakes u,-inf
lakes u .,-inf
mexico border .,-inf
va,-inf
<s> <s> va,-inf
<s> va 300,-inf
va 300 000,-inf
300 000 veterans,-inf
000 veterans died,-inf
veterans died waiting,-inf
died waiting care,-inf
waiting care .,-inf
<s> <s> spending,-inf
<s> spending 42,-inf
spending 42 percent,-inf
42 percent economy,-inf
percent economy government,-inf
economy government .,-inf
