Feature,Pointwise Mutual Information
had bipartisan support </s> </s>,1.5022793286397813
bipartisan support </s> </s> </s>,1.5022793286397813
leased,1.5022793286397813
trying,1.5022793286397813
hide,1.5022793286397813
<s> <s> <s> rick scott,1.5022793286397813
<s> <s> rick scott took,1.5022793286397813
<s> rick scott took 200,1.5022793286397813
rick scott took 200 000,1.5022793286397813
scott took 200 000 from,1.5022793286397813
took 200 000 from a,1.5022793286397813
200 000 from a family,1.5022793286397813
000 from a family that,1.5022793286397813
from a family that leased,1.5022793286397813
a family that leased land,1.5022793286397813
family that leased land for,1.5022793286397813
that leased land for drilling,1.5022793286397813
leased land for drilling and,1.5022793286397813
land for drilling and now,1.5022793286397813
for drilling and now he,1.5022793286397813
drilling and now he is,1.5022793286397813
and now he is trying,1.5022793286397813
now he is trying to,1.5022793286397813
he is trying to hide,1.5022793286397813
is trying to hide from,1.5022793286397813
trying to hide from it,1.5022793286397813
to hide from it </s>,1.5022793286397813
hide from it </s> </s>,1.5022793286397813
from it </s> </s> </s>,1.5022793286397813
possible,1.5022793286397813
lease,1.5022793286397813
turnpike,1.5022793286397813
<s> <s> <s> on how,1.5022793286397813
<s> <s> on how money,1.5022793286397813
<s> on how money from,1.5022793286397813
on how money from a,1.5022793286397813
how money from a possible,1.5022793286397813
money from a possible lease,1.5022793286397813
from a possible lease of,1.5022793286397813
a possible lease of the,1.5022793286397813
possible lease of the ohio,1.5022793286397813
lease of the ohio turnpike,1.5022793286397813
of the ohio turnpike would,1.5022793286397813
the ohio turnpike would be,1.5022793286397813
ohio turnpike would be used,1.5022793286397813
turnpike would be used </s>,1.5022793286397813
would be used </s> </s>,1.5022793286397813
be used </s> </s> </s>,1.5022793286397813
used </s> </s> </s> </s>,1.5022793286397813
beginning,1.5022793286397813
decade,1.5022793286397813
surplus,1.5022793286397813
projected,1.5022793286397813
<s> <s> <s> at the,1.5022793286397813
<s> <s> at the beginning,1.5022793286397813
<s> at the beginning of,1.5022793286397813
at the beginning of the,1.5022793286397813
the beginning of the last,1.5022793286397813
beginning of the last decade,1.5022793286397813
of the last decade america,1.5022793286397813
the last decade america had,1.5022793286397813
last decade america had a,1.5022793286397813
decade america had a budget,1.5022793286397813
america had a budget surplus,1.5022793286397813
had a budget surplus of,1.5022793286397813
a budget surplus of over,1.5022793286397813
budget surplus of over 200,1.5022793286397813
surplus of over 200 billion,1.5022793286397813
of over 200 billion by,1.5022793286397813
over 200 billion by the,1.5022793286397813
200 billion by the time,1.5022793286397813
billion by the time i,1.5022793286397813
by the time i took,1.5022793286397813
the time i took office,1.5022793286397813
time i took office we,1.5022793286397813
i took office we had,1.5022793286397813
took office we had a,1.5022793286397813
office we had a one,1.5022793286397813
we had a one year,1.5022793286397813
had a one year deficit,1.5022793286397813
a one year deficit of,1.5022793286397813
one year deficit of over,1.5022793286397813
year deficit of over 1,1.5022793286397813
deficit of over 1 trillion,1.5022793286397813
of over 1 trillion and,1.5022793286397813
over 1 trillion and projected,1.5022793286397813
1 trillion and projected deficits,1.5022793286397813
trillion and projected deficits of,1.5022793286397813
and projected deficits of 8,1.5022793286397813
projected deficits of 8 trillion,1.5022793286397813
deficits of 8 trillion over,1.5022793286397813
of 8 trillion over the,1.5022793286397813
8 trillion over the next,1.5022793286397813
trillion over the next decade,1.5022793286397813
over the next decade </s>,1.5022793286397813
the next decade </s> </s>,1.5022793286397813
next decade </s> </s> </s>,1.5022793286397813
decade </s> </s> </s> </s>,1.5022793286397813
540,1.5022793286397813
nominations,1.5022793286397813
confirmed,1.5022793286397813
<s> <s> the president has,1.5022793286397813
<s> the president has had,1.5022793286397813
the president has had 1,1.5022793286397813
president has had 1 540,1.5022793286397813
has had 1 540 of,1.5022793286397813
had 1 540 of his,1.5022793286397813
1 540 of his nominations,1.5022793286397813
540 of his nominations confirmed,1.5022793286397813
of his nominations confirmed only,1.5022793286397813
his nominations confirmed only four,1.5022793286397813
nominations confirmed only four defeated,1.5022793286397813
confirmed only four defeated </s>,1.5022793286397813
only four defeated </s> </s>,1.5022793286397813
four defeated </s> </s> </s>,1.5022793286397813
defeated </s> </s> </s> </s>,1.5022793286397813
forced,1.5022793286397813
feisal,1.5022793286397813
abdul,1.5022793286397813
raufs,1.5022793286397813
trip,1.5022793286397813
east,1.5022793286397813
<s> <s> u s taxpayers,1.5022793286397813
<s> u s taxpayers are,1.5022793286397813
u s taxpayers are being,1.5022793286397813
s taxpayers are being forced,1.5022793286397813
taxpayers are being forced to,1.5022793286397813
are being forced to fund,1.5022793286397813
being forced to fund feisal,1.5022793286397813
forced to fund feisal abdul,1.5022793286397813
to fund feisal abdul raufs,1.5022793286397813
fund feisal abdul raufs trip,1.5022793286397813
feisal abdul raufs trip to,1.5022793286397813
abdul raufs trip to the,1.5022793286397813
raufs trip to the middle,1.5022793286397813
trip to the middle east,1.5022793286397813
to the middle east </s>,1.5022793286397813
the middle east </s> </s>,1.5022793286397813
middle east </s> </s> </s>,1.5022793286397813
east </s> </s> </s> </s>,1.5022793286397813
fbi,1.5022793286397813
james,1.5022793286397813
comey,1.5022793286397813
discussing,1.5022793286397813
details,1.5022793286397813
<s> <s> there are justice,1.5022793286397813
<s> there are justice department,1.5022793286397813
there are justice department policies,1.5022793286397813
are justice department policies against,1.5022793286397813
justice department policies against fbi,1.5022793286397813
department policies against fbi director,1.5022793286397813
policies against fbi director james,1.5022793286397813
against fbi director james comey,1.5022793286397813
fbi director james comey discussing,1.5022793286397813
director james comey discussing details,1.5022793286397813
james comey discussing details of,1.5022793286397813
comey discussing details of a,1.5022793286397813
discussing details of a federal,1.5022793286397813
details of a federal investigation,1.5022793286397813
of a federal investigation so,1.5022793286397813
a federal investigation so close,1.5022793286397813
federal investigation so close to,1.5022793286397813
investigation so close to an,1.5022793286397813
so close to an election,1.5022793286397813
close to an election </s>,1.5022793286397813
to an election </s> </s>,1.5022793286397813
an election </s> </s> </s>,1.5022793286397813
election </s> </s> </s> </s>,1.5022793286397813
considerably,1.5022793286397813
effective,1.5022793286397813
<s> <s> <s> <s> democratic,1.5022793286397813
<s> <s> <s> democratic presidents,1.5022793286397813
<s> <s> democratic presidents have,1.5022793286397813
<s> democratic presidents have been,1.5022793286397813
democratic presidents have been considerably,1.5022793286397813
presidents have been considerably more,1.5022793286397813
have been considerably more effective,1.5022793286397813
been considerably more effective at,1.5022793286397813
considerably more effective at creating,1.5022793286397813
more effective at creating private,1.5022793286397813
effective at creating private sector,1.5022793286397813
at creating private sector jobs,1.5022793286397813
creating private sector jobs </s>,1.5022793286397813
private sector jobs </s> </s>,1.5022793286397813
sector jobs </s> </s> </s>,1.5022793286397813
biden,1.5022793286397813
gulf,1.5022793286397813
surge,1.5022793286397813
partition,1.5022793286397813
iraq,1.5022793286397813
<s> <s> <s> <s> joe,1.5022793286397813
<s> <s> <s> joe biden,1.5022793286397813
<s> <s> joe biden voted,1.5022793286397813
<s> joe biden voted against,1.5022793286397813
joe biden voted against the,1.5022793286397813
biden voted against the first,1.5022793286397813
voted against the first gulf,1.5022793286397813
against the first gulf war,1.5022793286397813
the first gulf war he,1.5022793286397813
first gulf war he opposed,1.5022793286397813
gulf war he opposed the,1.5022793286397813
war he opposed the surge,1.5022793286397813
he opposed the surge he,1.5022793286397813
opposed the surge he wanted,1.5022793286397813
the surge he wanted to,1.5022793286397813
surge he wanted to partition,1.5022793286397813
he wanted to partition iraq,1.5022793286397813
wanted to partition iraq </s>,1.5022793286397813
to partition iraq </s> </s>,1.5022793286397813
partition iraq </s> </s> </s>,1.5022793286397813
iraq </s> </s> </s> </s>,1.5022793286397813
<s> <s> <s> one percent,1.5022793286397813
<s> <s> one percent of,1.5022793286397813
<s> one percent of the,1.5022793286397813
one percent of the american,1.5022793286397813
of the american people make,1.5022793286397813
the american people make over,1.5022793286397813
american people make over 21,1.5022793286397813
people make over 21 percent,1.5022793286397813
make over 21 percent of,1.5022793286397813
over 21 percent of all,1.5022793286397813
21 percent of all the,1.5022793286397813
percent of all the income,1.5022793286397813
of all the income in,1.5022793286397813
all the income in america,1.5022793286397813
the income in america that,1.5022793286397813
income in america that wasnt,1.5022793286397813
in america that wasnt the,1.5022793286397813
america that wasnt the way,1.5022793286397813
that wasnt the way before,1.5022793286397813
wasnt the way before george,1.5022793286397813
the way before george bush,1.5022793286397813
way before george bush became,1.5022793286397813
before george bush became president,1.5022793286397813
george bush became president </s>,1.5022793286397813
bush became president </s> </s>,1.5022793286397813
became president </s> </s> </s>,1.5022793286397813
recruiting,1.5022793286397813
<s> <s> <s> <s> military,1.5022793286397813
<s> <s> <s> military recruiting,1.5022793286397813
<s> <s> military recruiting went,1.5022793286397813
<s> military recruiting went on,1.5022793286397813
military recruiting went on at,1.5022793286397813
recruiting went on at harvard,1.5022793286397813
went on at harvard every,1.5022793286397813
on at harvard every single,1.5022793286397813
at harvard every single day,1.5022793286397813
harvard every single day throughout,1.5022793286397813
every single day throughout the,1.5022793286397813
single day throughout the time,1.5022793286397813
day throughout the time kagan,1.5022793286397813
throughout the time kagan was,1.5022793286397813
the time kagan was there,1.5022793286397813
time kagan was there </s>,1.5022793286397813
kagan was there </s> </s>,1.5022793286397813
was there </s> </s> </s>,1.5022793286397813
<s> <s> says that under,1.5022793286397813
<s> says that under rick,1.5022793286397813
says that under rick perrys,1.5022793286397813
that under rick perrys plan,1.5022793286397813
under rick perrys plan texas,1.5022793286397813
rick perrys plan texas has,1.5022793286397813
perrys plan texas has cut,1.5022793286397813
plan texas has cut funding,1.5022793286397813
texas has cut funding for,1.5022793286397813
has cut funding for public,1.5022793286397813
cut funding for public schools,1.5022793286397813
funding for public schools by,1.5022793286397813
for public schools by 25,1.5022793286397813
public schools by 25 </s>,1.5022793286397813
schools by 25 </s> </s>,1.5022793286397813
by 25 </s> </s> </s>,1.5022793286397813
25 </s> </s> </s> </s>,1.5022793286397813
perdue,1.5022793286397813
abolish,1.5022793286397813
eliminate,1.5022793286397813
loans,1.5022793286397813
<s> <s> says david perdue,1.5022793286397813
<s> says david perdue wants,1.5022793286397813
says david perdue wants to,1.5022793286397813
david perdue wants to abolish,1.5022793286397813
perdue wants to abolish the,1.5022793286397813
wants to abolish the u,1.5022793286397813
to abolish the u s,1.5022793286397813
abolish the u s department,1.5022793286397813
the u s department of,1.5022793286397813
u s department of education,1.5022793286397813
s department of education which,1.5022793286397813
department of education which would,1.5022793286397813
of education which would cost,1.5022793286397813
education which would cost georgia,1.5022793286397813
which would cost georgia schools,1.5022793286397813
would cost georgia schools 1,1.5022793286397813
cost georgia schools 1 billion,1.5022793286397813
georgia schools 1 billion a,1.5022793286397813
schools 1 billion a year,1.5022793286397813
1 billion a year and,1.5022793286397813
billion a year and eliminate,1.5022793286397813
a year and eliminate millions,1.5022793286397813
year and eliminate millions in,1.5022793286397813
and eliminate millions in student,1.5022793286397813
eliminate millions in student loans,1.5022793286397813
millions in student loans </s>,1.5022793286397813
in student loans </s> </s>,1.5022793286397813
student loans </s> </s> </s>,1.5022793286397813
loans </s> </s> </s> </s>,1.5022793286397813
<s> <s> <s> the paul,1.5022793286397813
<s> <s> the paul ryan,1.5022793286397813
<s> the paul ryan budget,1.5022793286397813
the paul ryan budget proposal,1.5022793286397813
paul ryan budget proposal would,1.5022793286397813
ryan budget proposal would privatize,1.5022793286397813
budget proposal would privatize medicare,1.5022793286397813
proposal would privatize medicare </s>,1.5022793286397813
would privatize medicare </s> </s>,1.5022793286397813
privatize medicare </s> </s> </s>,1.5022793286397813
campus,1.5022793286397813
graduate,1.5022793286397813
appeared,1.5022793286397813
<s> <s> <s> <s> high,1.5022793286397813
<s> <s> <s> high school,1.5022793286397813
<s> <s> high school students,1.5022793286397813
<s> high school students arrested,1.5022793286397813
high school students arrested on,1.5022793286397813
school students arrested on campus,1.5022793286397813
students arrested on campus are,1.5022793286397813
arrested on campus are twice,1.5022793286397813
on campus are twice as,1.5022793286397813
campus are twice as likely,1.5022793286397813
are twice as likely not,1.5022793286397813
twice as likely not to,1.5022793286397813
as likely not to graduate,1.5022793286397813
likely not to graduate and,1.5022793286397813
not to graduate and four,1.5022793286397813
to graduate and four times,1.5022793286397813
graduate and four times less,1.5022793286397813
and four times less likely,1.5022793286397813
four times less likely to,1.5022793286397813
times less likely to graduate,1.5022793286397813
less likely to graduate if,1.5022793286397813
likely to graduate if theyve,1.5022793286397813
to graduate if theyve appeared,1.5022793286397813
graduate if theyve appeared in,1.5022793286397813
if theyve appeared in court,1.5022793286397813
theyve appeared in court </s>,1.5022793286397813
appeared in court </s> </s>,1.5022793286397813
in court </s> </s> </s>,1.5022793286397813
court </s> </s> </s> </s>,1.5022793286397813
imprisons,1.5022793286397813
<s> the united states imprisons,1.5022793286397813
the united states imprisons more,1.5022793286397813
united states imprisons more than,1.5022793286397813
states imprisons more than any,1.5022793286397813
imprisons more than any nation,1.5022793286397813
more than any nation in,1.5022793286397813
than any nation in the,1.5022793286397813
any nation in the world,1.5022793286397813
grown,1.5022793286397813
375,1.5022793286397813
scores,1.5022793286397813
remain,1.5022793286397813
flat,1.5022793286397813
<s> <s> <s> over 30,1.5022793286397813
<s> <s> over 30 years,1.5022793286397813
<s> over 30 years federal,1.5022793286397813
over 30 years federal spending,1.5022793286397813
30 years federal spending on,1.5022793286397813
years federal spending on education,1.5022793286397813
federal spending on education has,1.5022793286397813
spending on education has grown,1.5022793286397813
on education has grown by,1.5022793286397813
education has grown by 375,1.5022793286397813
has grown by 375 percent,1.5022793286397813
grown by 375 percent but,1.5022793286397813
by 375 percent but test,1.5022793286397813
375 percent but test scores,1.5022793286397813
percent but test scores remain,1.5022793286397813
but test scores remain flat,1.5022793286397813
test scores remain flat </s>,1.5022793286397813
scores remain flat </s> </s>,1.5022793286397813
remain flat </s> </s> </s>,1.5022793286397813
flat </s> </s> </s> </s>,1.5022793286397813
burns,1.5022793286397813
<s> <s> the american healthcare,1.5022793286397813
<s> the american healthcare system,1.5022793286397813
the american healthcare system burns,1.5022793286397813
american healthcare system burns 18,1.5022793286397813
healthcare system burns 18 percent,1.5022793286397813
system burns 18 percent of,1.5022793286397813
burns 18 percent of our,1.5022793286397813
18 percent of our national,1.5022793286397813
percent of our national gdp,1.5022793286397813
of our national gdp nobody,1.5022793286397813
our national gdp nobody else,1.5022793286397813
national gdp nobody else is,1.5022793286397813
gdp nobody else is close,1.5022793286397813
nobody else is close </s>,1.5022793286397813
else is close </s> </s>,1.5022793286397813
is close </s> </s> </s>,1.5022793286397813
close </s> </s> </s> </s>,1.5022793286397813
sudafed,1.5022793286397813
<s> <s> <s> says you,1.5022793286397813
<s> <s> says you need,1.5022793286397813
<s> says you need a,1.5022793286397813
says you need a photo,1.5022793286397813
you need a photo id,1.5022793286397813
need a photo id to,1.5022793286397813
a photo id to purchase,1.5022793286397813
photo id to purchase sudafed,1.5022793286397813
id to purchase sudafed in,1.5022793286397813
to purchase sudafed in texas,1.5022793286397813
purchase sudafed in texas </s>,1.5022793286397813
sudafed in texas </s> </s>,1.5022793286397813
twenty,1.5022793286397813
portlands,1.5022793286397813
<s> <s> <s> <s> twenty,1.5022793286397813
<s> <s> <s> twenty percent,1.5022793286397813
<s> <s> twenty percent of,1.5022793286397813
<s> twenty percent of housing,1.5022793286397813
twenty percent of housing in,1.5022793286397813
percent of housing in portlands,1.5022793286397813
of housing in portlands pearl,1.5022793286397813
housing in portlands pearl district,1.5022793286397813
in portlands pearl district is,1.5022793286397813
portlands pearl district is affordable,1.5022793286397813
pearl district is affordable </s>,1.5022793286397813
district is affordable </s> </s>,1.5022793286397813
is affordable </s> </s> </s>,1.5022793286397813
affordable </s> </s> </s> </s>,1.5022793286397813
allowing,1.5022793286397813
payroll,1.5022793286397813
holiday,1.5022793286397813
expire,1.5022793286397813
another,1.5022793286397813
<s> <s> <s> says allowing,1.5022793286397813
<s> <s> says allowing the,1.5022793286397813
<s> says allowing the payroll,1.5022793286397813
says allowing the payroll tax,1.5022793286397813
allowing the payroll tax holiday,1.5022793286397813
the payroll tax holiday to,1.5022793286397813
payroll tax holiday to expire,1.5022793286397813
tax holiday to expire would,1.5022793286397813
holiday to expire would end,1.5022793286397813
to expire would end up,1.5022793286397813
expire would end up costing,1.5022793286397813
would end up costing another,1.5022793286397813
end up costing another estimated,1.5022793286397813
up costing another estimated 900,1.5022793286397813
costing another estimated 900 000,1.5022793286397813
another estimated 900 000 jobs,1.5022793286397813
estimated 900 000 jobs in,1.5022793286397813
900 000 jobs in 2012,1.5022793286397813
000 jobs in 2012 </s>,1.5022793286397813
jobs in 2012 </s> </s>,1.5022793286397813
in 2012 </s> </s> </s>,1.5022793286397813
nafta,1.5022793286397813
trade,1.5022793286397813
pennsylvania,1.5022793286397813
<s> <s> hillary clinton supported,1.5022793286397813
<s> hillary clinton supported nafta,1.5022793286397813
hillary clinton supported nafta and,1.5022793286397813
clinton supported nafta and permanent,1.5022793286397813
supported nafta and permanent china,1.5022793286397813
nafta and permanent china trade,1.5022793286397813
and permanent china trade pennsylvania,1.5022793286397813
permanent china trade pennsylvania lost,1.5022793286397813
china trade pennsylvania lost thousands,1.5022793286397813
trade pennsylvania lost thousands of,1.5022793286397813
pennsylvania lost thousands of jobs,1.5022793286397813
lost thousands of jobs </s>,1.5022793286397813
thousands of jobs </s> </s>,1.5022793286397813
of jobs </s> </s> </s>,1.5022793286397813
numerous,1.5022793286397813
shown,1.5022793286397813
laws,1.5022793286397813
generate,1.5022793286397813
<s> <s> <s> <s> numerous,1.5022793286397813
<s> <s> <s> numerous studies,1.5022793286397813
<s> <s> numerous studies have,1.5022793286397813
<s> numerous studies have shown,1.5022793286397813
numerous studies have shown that,1.5022793286397813
studies have shown that these,1.5022793286397813
have shown that these so,1.5022793286397813
shown that these so called,1.5022793286397813
that these so called right,1.5022793286397813
these so called right to,1.5022793286397813
so called right to work,1.5022793286397813
called right to work laws,1.5022793286397813
right to work laws do,1.5022793286397813
to work laws do not,1.5022793286397813
work laws do not generate,1.5022793286397813
laws do not generate jobs,1.5022793286397813
do not generate jobs and,1.5022793286397813
not generate jobs and economic,1.5022793286397813
generate jobs and economic growth,1.5022793286397813
jobs and economic growth </s>,1.5022793286397813
and economic growth </s> </s>,1.5022793286397813
economic growth </s> </s> </s>,1.5022793286397813
growth </s> </s> </s> </s>,1.5022793286397813
gross,1.5022793286397813
product,1.5022793286397813
historically,1.5022793286397813
<s> <s> <s> obama s,1.5022793286397813
<s> <s> obama s budget,1.5022793286397813
<s> obama s budget plan,1.5022793286397813
obama s budget plan would,1.5022793286397813
s budget plan would take,1.5022793286397813
budget plan would take national,1.5022793286397813
plan would take national debt,1.5022793286397813
would take national debt up,1.5022793286397813
take national debt up to,1.5022793286397813
national debt up to about,1.5022793286397813
debt up to about 80,1.5022793286397813
up to about 80 percent,1.5022793286397813
to about 80 percent of,1.5022793286397813
about 80 percent of gross,1.5022793286397813
80 percent of gross national,1.5022793286397813
percent of gross national product,1.5022793286397813
of gross national product historically,1.5022793286397813
gross national product historically it,1.5022793286397813
national product historically it s,1.5022793286397813
product historically it s been,1.5022793286397813
historically it s been about,1.5022793286397813
it s been about 40,1.5022793286397813
s been about 40 percent,1.5022793286397813
been about 40 percent </s>,1.5022793286397813
about 40 percent </s> </s>,1.5022793286397813
40 percent </s> </s> </s>,1.5022793286397813
initial,1.5022793286397813
response,1.5022793286397813
heard,1.5022793286397813
underwear,1.5022793286397813
bomber,1.5022793286397813
isolated,1.5022793286397813
<s> president barack obama s,1.5022793286397813
president barack obama s initial,1.5022793286397813
barack obama s initial response,1.5022793286397813
obama s initial response when,1.5022793286397813
s initial response when we,1.5022793286397813
initial response when we heard,1.5022793286397813
response when we heard about,1.5022793286397813
when we heard about the,1.5022793286397813
we heard about the christmas,1.5022793286397813
heard about the christmas underwear,1.5022793286397813
about the christmas underwear bomber,1.5022793286397813
the christmas underwear bomber was,1.5022793286397813
christmas underwear bomber was to,1.5022793286397813
underwear bomber was to say,1.5022793286397813
bomber was to say that,1.5022793286397813
was to say that this,1.5022793286397813
to say that this was,1.5022793286397813
say that this was the,1.5022793286397813
that this was the act,1.5022793286397813
this was the act of,1.5022793286397813
was the act of an,1.5022793286397813
the act of an isolated,1.5022793286397813
act of an isolated extremist,1.5022793286397813
of an isolated extremist </s>,1.5022793286397813
an isolated extremist </s> </s>,1.5022793286397813
isolated extremist </s> </s> </s>,1.5022793286397813
extremist </s> </s> </s> </s>,1.5022793286397813
admitted,1.5022793286397813
787,1.5022793286397813
specifically,1.5022793286397813
attacking,1.5022793286397813
wanting,1.5022793286397813
enough,1.5022793286397813
says sen sherrod brown admitted,1.5022793286397813
sen sherrod brown admitted that,1.5022793286397813
sherrod brown admitted that his,1.5022793286397813
brown admitted that his 787,1.5022793286397813
admitted that his 787 billion,1.5022793286397813
that his 787 billion stimulus,1.5022793286397813
his 787 billion stimulus law,1.5022793286397813
787 billion stimulus law failed,1.5022793286397813
billion stimulus law failed and,1.5022793286397813
stimulus law failed and after,1.5022793286397813
law failed and after specifically,1.5022793286397813
failed and after specifically attacking,1.5022793286397813
and after specifically attacking republicans,1.5022793286397813
after specifically attacking republicans for,1.5022793286397813
specifically attacking republicans for wanting,1.5022793286397813
attacking republicans for wanting to,1.5022793286397813
republicans for wanting to lower,1.5022793286397813
for wanting to lower americans,1.5022793286397813
wanting to lower americans taxes,1.5022793286397813
to lower americans taxes he,1.5022793286397813
lower americans taxes he now,1.5022793286397813
americans taxes he now claims,1.5022793286397813
taxes he now claims that,1.5022793286397813
he now claims that his,1.5022793286397813
now claims that his stimulus,1.5022793286397813
claims that his stimulus bill,1.5022793286397813
that his stimulus bill didnt,1.5022793286397813
his stimulus bill didnt do,1.5022793286397813
stimulus bill didnt do enough,1.5022793286397813
bill didnt do enough to,1.5022793286397813
didnt do enough to lower,1.5022793286397813
do enough to lower taxes,1.5022793286397813
enough to lower taxes </s>,1.5022793286397813
to lower taxes </s> </s>,1.5022793286397813
lower taxes </s> </s> </s>,1.5022793286397813
1950s,1.5022793286397813
rich,1.5022793286397813
<s> <s> in the 1950s,1.5022793286397813
<s> in the 1950s a,1.5022793286397813
in the 1950s a lot,1.5022793286397813
the 1950s a lot of,1.5022793286397813
1950s a lot of people,1.5022793286397813
a lot of people got,1.5022793286397813
lot of people got rich,1.5022793286397813
of people got rich and,1.5022793286397813
people got rich and they,1.5022793286397813
got rich and they had,1.5022793286397813
rich and they had to,1.5022793286397813
and they had to pay,1.5022793286397813
they had to pay a,1.5022793286397813
had to pay a top,1.5022793286397813
to pay a top tax,1.5022793286397813
pay a top tax rate,1.5022793286397813
a top tax rate of,1.5022793286397813
top tax rate of 90,1.5022793286397813
tax rate of 90 percent,1.5022793286397813
rate of 90 percent </s>,1.5022793286397813
of 90 percent </s> </s>,1.5022793286397813
90 percent </s> </s> </s>,1.5022793286397813
charleston,1.5022793286397813
c,1.5022793286397813
shootershould,1.5022793286397813
given,1.5022793286397813
universal,1.5022793286397813
fast,1.5022793286397813
<s> <s> <s> the charleston,1.5022793286397813
<s> <s> the charleston s,1.5022793286397813
<s> the charleston s c,1.5022793286397813
the charleston s c shootershould,1.5022793286397813
charleston s c shootershould have,1.5022793286397813
s c shootershould have never,1.5022793286397813
c shootershould have never been,1.5022793286397813
shootershould have never been given,1.5022793286397813
have never been given a,1.5022793286397813
never been given a gun,1.5022793286397813
been given a gun but,1.5022793286397813
given a gun but the,1.5022793286397813
a gun but the universal,1.5022793286397813
gun but the universal background,1.5022793286397813
but the universal background check,1.5022793286397813
the universal background check was,1.5022793286397813
universal background check was not,1.5022793286397813
background check was not fast,1.5022793286397813
check was not fast enough,1.5022793286397813
was not fast enough </s>,1.5022793286397813
not fast enough </s> </s>,1.5022793286397813
fast enough </s> </s> </s>,1.5022793286397813
enough </s> </s> </s> </s>,1.5022793286397813
christies,1.5022793286397813
<s> <s> says gov chris,1.5022793286397813
<s> says gov chris christies,1.5022793286397813
says gov chris christies proposal,1.5022793286397813
gov chris christies proposal to,1.5022793286397813
chris christies proposal to reduce,1.5022793286397813
christies proposal to reduce state,1.5022793286397813
proposal to reduce state income,1.5022793286397813
to reduce state income taxes,1.5022793286397813
reduce state income taxes would,1.5022793286397813
state income taxes would be,1.5022793286397813
income taxes would be the,1.5022793286397813
taxes would be the second,1.5022793286397813
would be the second tax,1.5022793286397813
be the second tax cut,1.5022793286397813
the second tax cut for,1.5022793286397813
second tax cut for the,1.5022793286397813
tax cut for the rich,1.5022793286397813
cut for the rich by,1.5022793286397813
for the rich by the,1.5022793286397813
the rich by the governor,1.5022793286397813
rich by the governor in,1.5022793286397813
by the governor in two,1.5022793286397813
the governor in two years,1.5022793286397813
governor in two years </s>,1.5022793286397813
in two years </s> </s>,1.5022793286397813
two years </s> </s> </s>,1.5022793286397813
warren,1.5022793286397813
<s> <s> <s> <s> warren,1.5022793286397813
<s> <s> <s> warren buffett,1.5022793286397813
<s> <s> warren buffett still,1.5022793286397813
<s> warren buffett still does,1.5022793286397813
warren buffett still does support,1.5022793286397813
buffett still does support me,1.5022793286397813
still does support me </s>,1.5022793286397813
does support me </s> </s>,1.5022793286397813
support me </s> </s> </s>,1.5022793286397813
lemieux,1.5022793286397813
<s> <s> <s> says george,1.5022793286397813
<s> <s> says george lemieux,1.5022793286397813
<s> says george lemieux was,1.5022793286397813
says george lemieux was one,1.5022793286397813
george lemieux was one of,1.5022793286397813
lemieux was one of two,1.5022793286397813
was one of two republicans,1.5022793286397813
one of two republicans who,1.5022793286397813
of two republicans who voted,1.5022793286397813
two republicans who voted for,1.5022793286397813
republicans who voted for president,1.5022793286397813
who voted for president barack,1.5022793286397813
voted for president barack obamas,1.5022793286397813
for president barack obamas jobs,1.5022793286397813
barack obamas jobs bill </s>,1.5022793286397813
obamas jobs bill </s> </s>,1.5022793286397813
jobs bill </s> </s> </s>,1.5022793286397813
bill </s> </s> </s> </s>,1.5022793286397813
230,1.5022793286397813
<s> <s> <s> about 230,1.5022793286397813
<s> <s> about 230 000,1.5022793286397813
<s> about 230 000 people,1.5022793286397813
about 230 000 people that,1.5022793286397813
230 000 people that were,1.5022793286397813
000 people that were on,1.5022793286397813
people that were on unemployment,1.5022793286397813
that were on unemployment when,1.5022793286397813
were on unemployment when i,1.5022793286397813
on unemployment when i took,1.5022793286397813
unemployment when i took office,1.5022793286397813
when i took office are,1.5022793286397813
i took office are not,1.5022793286397813
took office are not on,1.5022793286397813
office are not on unemployment,1.5022793286397813
are not on unemployment now,1.5022793286397813
not on unemployment now </s>,1.5022793286397813
on unemployment now </s> </s>,1.5022793286397813
unemployment now </s> </s> </s>,1.5022793286397813
saw,1.5022793286397813
houstons,1.5022793286397813
levels,1.5022793286397813
<s> <s> <s> during his,1.5022793286397813
<s> <s> during his tenure,1.5022793286397813
<s> during his tenure as,1.5022793286397813
during his tenure as mayor,1.5022793286397813
his tenure as mayor he,1.5022793286397813
tenure as mayor he saw,1.5022793286397813
as mayor he saw houstons,1.5022793286397813
mayor he saw houstons crime,1.5022793286397813
he saw houstons crime rates,1.5022793286397813
saw houstons crime rates drop,1.5022793286397813
houstons crime rates drop to,1.5022793286397813
crime rates drop to the,1.5022793286397813
rates drop to the lowest,1.5022793286397813
drop to the lowest levels,1.5022793286397813
to the lowest levels in,1.5022793286397813
the lowest levels in more,1.5022793286397813
lowest levels in more than,1.5022793286397813
levels in more than 25,1.5022793286397813
in more than 25 years,1.5022793286397813
more than 25 years </s>,1.5022793286397813
than 25 years </s> </s>,1.5022793286397813
25 years </s> </s> </s>,1.5022793286397813
foundation,1.5022793286397813
staff,1.5022793286397813
218,1.5022793286397813
029,1.5022793286397813
female,1.5022793286397813
153,1.5022793286397813
014,1.5022793286397813
<s> <s> <s> <s> hypocrisy,1.5022793286397813
